Id,Name,Beer Full Name,Style,Brewery,Description,ABV,Min IBU,Max IBU,Rating,User Rating,User Comment
1625,St. Louis Premium Framboise,Brouwerij Van Honsebrouck N.V. St. Louis Premium Framboise,Lambic - Fruit,Brouwerij Van Honsebrouck N.V.,,4.5,15,21,3.581081,,
1626,Coolship Cerise,Allagash Brewing Company Allagash Coolship Cerise,Lambic - Fruit,Allagash Brewing Company,"Coolship Cerise is our spontaneous beer aged with a blend of Maine-grown cherries, including Balaton and Montmorency. Using local cherries makes our Cerise uniquely Maine, just like us.",8.1,15,21,4.25,,
1627,Experimental Raspberry,Hanssens Artisanaal bvba Hanssens Experimental Raspberry,Lambic - Fruit,Hanssens Artisanaal bvba,Ale fermented with raspberries and matured in oak barrels.,6.0,15,21,3.028571,,
1628,Experimental Cassis,Hanssens Artisanaal bvba Hanssens Experimental Cassis,Lambic - Fruit,Hanssens Artisanaal bvba,Ale brewed with black currants and matured in oak barrels.,6.0,15,21,3.598485,,
1629,Strawberry Lambicus,Brouwerij Timmermans-John Martin N.V. Timmermans Strawberry,Lambic - Fruit,Brouwerij Timmermans-John Martin N.V.,"Formerly Strawberry.For anyone who finds strawberries irresistible, Timmermans Strawberry evokes the fragrance of long sunny days. Its strawberry flavour will have you wrinkling your nose in delight with each sip. Its luminous colour and its fruity freshness are a treat for taste-buds and eyes alike. A totally mouth-watering experience.",4.0,15,21,2.875,,
1630,Framboise Lambicus,Brouwerij Timmermans-John Martin N.V. Timmermans Framboise Lambic,Lambic - Fruit,Brouwerij Timmermans-John Martin N.V.,"Formerly Framboise Lambic.Timmermans Framboise is made by adding 100% natural raspberry aromas to lambic. After maturation in oak barrels, the beer turns a delicate shade of pink that is sure to delight you. Timmermans Framboise is a beer to be savoured with finesse and elegance.",4.0,15,21,3.118644,,
1631,Scarenbecca Kriek,Hanssens Artisanaal bvba Scarenbecca Kriek,Lambic - Fruit,Hanssens Artisanaal bvba,Lambic brewed with wild Belgian Schaerbeek sour cherries.,6.0,15,21,3.906977,,
1632,Belle Vue Kriek,Brasserie Belle-Vue Belle Vue Kriek,Lambic - Fruit,Brasserie Belle-Vue,,5.2,15,21,3.455645,,
1633,Chez Monieux,Alpine Beer Company Chez Monieux,Lambic - Fruit,Alpine Beer Company,,5.8,15,21,4.071429,,
1634,Gueuze 100% Lambic,Brasserie Cantillon Cantillon Gueuze 100% Lambic,Lambic - Gueuze,Brasserie Cantillon,"This listing is for all vintages (Gueuze, Oude Gueuze, etc.).",5.0,0,10,4.257831,,
1635,Oude Geuze,Brouwerij Drie Fonteinen Drie Fonteinen Oude Geuze,Lambic - Gueuze,Brouwerij Drie Fonteinen,"This listing is for all vintages of the Oude Geuze, but not for bottles specifically labelled ""Oude Geuze Vintage"".",6.0,0,10,4.267708,,
1636,Oude Gueuze Tilquin à L'Ancienne,Gueuzerie Tilquin Oude Gueuze Tilquin à L’Ancienne,Lambic - Gueuze,Gueuzerie Tilquin,"Oude Gueuze Tilquin à l’Ancienne (6.0% alc/vol) is a spontaneous fermentation beer, produced from the blending of 1, 2 and 3 years old lambics. It is unfiltered and unpasteurized, and refermented in the bottle for at least 6 months. The lambics used were fermented and oak aged in our installations. These lambics are coming from worts brewed by Boon, Lindemans, Girardin and Cantillon breweries.",6.4,0,10,4.204301,,
1637,Duck Duck Gooze,The Lost Abbey Duck Duck Gooze,Lambic - Gueuze,The Lost Abbey,"In Belgian brewing there are fantastic wild ales brewed with naturally occurring yeast. These beers develop over time and are ready on their own terms. Duck Duck Gooze is our homage to these effervescent and wonderfully complex sparkling beers.A blend of young and old barrel aged beers, this has been one of our most sought after beers year after year since it’s original release in 2009.Alas, it is released in very small quantities only once every three years, so it’s extremely difficult to come by beyond the day we release it. It does, however, turn up on our Tasting Room’s Vintage List from time to time, so don’t despair.",7.0,0,10,4.538462,,
1638,Oude Gueuze,Hanssens Artisanaal bvba Oude Gueuze,Lambic - Gueuze,Hanssens Artisanaal bvba,This is the result of blending different lambics of different ages. The second fermentation takes place inside the bottles and therefore they are stored for minimum six months in constant temperature kept cellars.,6.0,0,10,4.106557,,
1639,Lou Pepe - Gueuze,Brasserie Cantillon Cantillon Lou Pepe - Gueuze,Lambic - Gueuze,Brasserie Cantillon,,5.0,0,10,4.40625,,
1640,Girardin Gueuze 1882 (Black Label),Brouwerij Girardin Girardin Gueuze 1882 (Black Label),Lambic - Gueuze,Brouwerij Girardin,Unfiltered version.,5.0,0,10,4.257576,,
1641,Boon Oude Geuze Mariage Parfait,Brouwerij Boon Boon Oude Geuze Mariage Parfait,Lambic - Gueuze,Brouwerij Boon,,8.0,0,10,4.101351,,
1642,St. Louis Gueuze Fond Tradition,Brouwerij Van Honsebrouck N.V. St. Louis Gueuze Fond Tradition,Lambic - Gueuze,Brouwerij Van Honsebrouck N.V.,"St-Louis Gueuze Fond Tradition is a pure traditional gueuze aimed at connoisseurs. It has the pure taste of a true gueuze based on a blend of young and old lambics. Fruity apple aromas stand out. When tasting, the slightly sour touches, characteristic of lambic beers, make their presence felt. It is very dry in the finish.",5.0,0,10,3.905128,,
1643,Oud Beersel Oude Geuze Vieille,Brouwerij Oud Beersel Oud Beersel Oude Geuze Vieille,Lambic - Gueuze,Brouwerij Oud Beersel,,6.0,0,10,4.042553,,
1644,Coolship Resurgam,Allagash Brewing Company Allagash Coolship Resurgam,Lambic - Gueuze,Allagash Brewing Company,"Coolship Resurgam is brewed with Pilsner malt, raw wheat, and aged hops. The beer is cooled overnight using outside air temperature in a traditional, large shallow pan known as a coolship. During the cooling process, naturally occurring microflora from the air inoculates the beer, and in the morning, it is transferred into French oak wine barrels where the entire fermentation and aging takes place. Coolship Resurgam is a blend of this one-, two-, and three-year old spontaneously fermented beer. The finished beer has aromas of apricot, lemon zest, and candied fruit. Notes of tropical fruit and flavors of funk lead to a clean, tart, and dry finish.Coolship Resurgam is a blend of both old and young unfruited spontaneous beer. The name comes from the motto of our fair city, Portland, Me. It means ""I shall rise again"". Coolship Resurgam won a Silver medal at the 2010 GABF.a blend of this one-, two-, and three-year old spontaneously fermented beer. The finished beer has aromas of apricot, lemon zest, and candied fruit. Notes of tropical fruit and flavors of funk lead to a clean, tart and dry finish.",6.3,0,10,4.5,,
1645,Oude Geuze Boon,Brouwerij Boon Boon Oude Geuze,Lambic - Gueuze,Brouwerij Boon,"Brewed with 40% unmalted wheat, 60% of barleymalt, aged hops and wild yeasts collected from a coolship and is aged for up to 3 years in oak casks.",7.0,0,10,3.821918,,
1646,Gueuze Tilquin (Draught Version),Gueuzerie Tilquin Gueuze Tilquin (Draught Version),Lambic - Gueuze,Gueuzerie Tilquin,"The Gueuze Tilquin - draught version (4.8% alc/vol) is a spontaneous fermented beer, produced by blending a low alcohol lambic (called Meerts) and 1 and 2 years old lambics, all fermented and aged in oak barrels. It is unfiltered and unpasteurized, and it is refermented in the keg. The lambics used were fermented and oak aged in our installations. These lambics are coming from worts brewed by Boon, Lindemans, Girardin and Cantillon breweries.",4.8,0,10,4.067568,,
1647,Doesjel,Brouwerij Drie Fonteinen Drie Fonteinen Doesjel,Lambic - Gueuze,Brouwerij Drie Fonteinen,,6.0,0,10,3.904762,,
1648,Sour Reserve,Upland Brewing Company Sour Reserve,Lambic - Gueuze,Upland Brewing Company,"BLEND 1: Batch Years Blended 2006 (our original batch of lambics), 2008, 2010BLEND 2: Batch Years Blended All 2008Sour Reserve is a tart, dry, and refreshing blond sour ale, with multiple layers of flavor by selecting premium barrels of aged Basis. Expect flavors of peach, cherry, wine, cider with rich aromas of lactic sourness and multiple fruity notes. Effervescent carbonation creates an inviting and experiential sour beer session.",6.0,0,10,4.153846,,
1649,Gueuze,Brouwerij Lindemans Lindemans Gueuze,Lambic - Gueuze,Brouwerij Lindemans,"From the brewery:There are several stories to explain the origin of the term 'gueuze'. This name dates back to the Rue de Gueuze in Brussels where, for the first time, a producer offered his delicious lambic in champagne bottles. Word about the 'lambick on Rue de Gueuze' quickly got around. According to other sources, gueuze has its roots in 'gazeux' - the French word for carbonated - since traditional gueuze is a carbonated blend of different lambics.After the Second World War, some lambic brewers devised a new production method. They filtered the beer, added sugar, saturated it (with carbon dioxide) and pasteurised it. This new gueuze, closed with a bottle cap and available in 25 cl bottles, was called capped gueuze. Developed according to this production method, Gueuze Lindemans is a slightly sweeter version of Old Gueuze Cuvée René.",5.0,0,10,3.649425,,
1650,Mort Subite Gueuze,Brouwerij Mort Subite Mort Subite Gueuze,Lambic - Gueuze,Brouwerij Mort Subite,,4.5,0,10,3.527273,,
1651,Oude Geuze De Cam,De Cam Geuzestekerij Oude Geuze De Cam,Lambic - Gueuze,De Cam Geuzestekerij,,5.5,0,10,4.3125,,
1652,Belle Vue Gueuze,Brasserie Belle-Vue Belle Vue Gueuze,Lambic - Gueuze,Brasserie Belle-Vue,,5.5,0,10,3.170732,,
1653,De Troch Oude Gueuze,Brouwerij De Troch De Troch Gueuze,Lambic - Gueuze,Brouwerij De Troch,,5.5,0,10,4.75,,
1654,Girardin Gueuze 1882 (White Label),Brouwerij Girardin Girardin Gueuze 1882 (White Label),Lambic - Gueuze,Brouwerij Girardin,Filtered version.,5.0,0,10,4.0,,
1655,Brabantiae,Brasserie Cantillon Cantillon Brabantiae,Lambic - Gueuze,Brasserie Cantillon,Brabantiae is a gueuze that was finished in Port wine barrels.,5.0,0,10,4.166667,,
1656,Mort Subite Oude Gueuze,Brouwerij Mort Subite Mort Subite Oude Gueuze,Lambic - Gueuze,Brouwerij Mort Subite,,7.0,0,10,3.653846,,
1657,Reuss,Brouwerij Kerkom Reuss,Lambic - Gueuze,Brouwerij Kerkom,Reuss is produced for the Bink festival. Marc Limet blends the lambic with a less bitter version of Bink Blond (38 IBUs versus 52 IBUs.) Reuss was the name of the first beer brewed at Kerkom in 1878.,5.8,0,10,3.75,,
1658,Chapeau Gueuze Lambic,Brouwerij De Troch Chapeau Gueuze Lambic,Lambic - Gueuze,Brouwerij De Troch,,5.5,0,10,2.545455,,
1659,Iris,Brasserie Cantillon Cantillon Iris,Lambic - Traditional,Brasserie Cantillon,"It is a completely original beer which, contrary to the other products of the Brewery, is not brewed with 35% of wheat. The Iris, which is only made with malt of the pale ale type (giving a more amber colour to the beer) conserves the typical flavour of the spontaneous fermentation, the complex aromas and the vinous taste.The hopping is different too. Lambic is made with 100% dried hops, for the Iris we use 50% of dried hops and 50% of fresh hops. The latter cause a superb acidity, the former, due to their tannins, enable to conserve the beer while preserving all its qualities. After two years in the barrel, the Iris undergoes a second fresh hopping two weeks before the bottling. A linen bag, filled with hops, is soaked in the beer for two weeks. This technique, called ""cold hopping"", gives the beer a more intense savour and makes the smell and the taste more bitter.Iris is brewed only once every season and all the beers come from the same brewing. This is why the beer is dated. The second fermentation is obtained by adding liquor. Although it is a spontaneous fermentation beer, the Iris is very different from the Lambic. The amber colour and the bitter and slightly caramelized taste make it a complex beer.",6.5,0,10,4.093496,,
1660,Bruocsella (1900) Grand Cru,Brasserie Cantillon Cantillon Bruocsella (1900) Grand Cru,Lambic - Traditional,Brasserie Cantillon,,5.0,0,10,3.886831,,
1661,50 Degrees North-4 Degrees East,Brasserie Cantillon Cantillon 50 Degrees North-4 Degrees East,Lambic - Traditional,Brasserie Cantillon,Aged in cognac barrels for two years.,7.0,0,10,4.234848,,
1662,Oude Lambiek De Cam,De Cam Geuzestekerij Oude Lambiek De Cam,Lambic - Traditional,De Cam Geuzestekerij,,4.8,0,10,4.390625,,
1663,Lambic,Brasserie Cantillon Cantillon Lambic,Lambic - Traditional,Brasserie Cantillon,,5.0,0,10,4.134615,,
1664,Tuverbol,Café-Brouwerij Loterbol Tuverbol,Lambic - Traditional,Café-Brouwerij Loterbol,Brouwerij 3 Fonteinen & Café-Brouwerij Loterbol Tuverbol is a blend of 3 Fonteinen Lambik with Loterbol Blond.,11.0,0,10,3.836957,,
1665,Divina,Panil Panil Divina,Lambic - Traditional,Panil,,5.5,0,10,3.875,,
1666,Lambiek Oud Beersel,Brouwerij Oud Beersel Oud Beersel Lambik,Lambic - Traditional,Brouwerij Oud Beersel,,5.6,0,10,4.166667,,
1667,Boon Oude Lambic,Brouwerij Boon Boon Oude Lambic,Lambic - Traditional,Brouwerij Boon,,6.5,0,10,4.5,,
1668,Lambiek (1 Year Old),Brouwerij Drie Fonteinen Lambiek (1 Year Old),Lambic - Traditional,Brouwerij Drie Fonteinen,,5.0,0,10,4.136364,,
1669,Jonge Lambik,Brouwerij Drie Fonteinen Jonge Lambik,Lambic - Traditional,Brouwerij Drie Fonteinen,,5.0,0,10,4.5,,
1670,Oude Lambik,Brouwerij Drie Fonteinen Oude Lambik,Lambic - Traditional,Brouwerij Drie Fonteinen,,5.0,0,10,4.5,,
1671,Lambik (1 Year Old Unblended),Brouwerij Girardin Lambik (1 Year Old Unblended),Lambic - Traditional,Brouwerij Girardin,,5.0,0,10,4.0,,
1672,Vesterbro Spontanale,Mikkeller ApS Spontanale,Lambic - Traditional,Mikkeller ApS,,5.5,0,10,3.892857,,
1673,Lambiek De Cam,De Cam Geuzestekerij Lambiek De Cam,Lambic - Traditional,De Cam Geuzestekerij,,5.0,0,10,4.5,,
1674,Boon Lambiek,Brouwerij Boon Boon Lambiek,Lambic - Traditional,Brouwerij Boon,,6.0,0,10,4.125,,
1675,Lambik (2 Year Old Unblended),Brouwerij Girardin Lambik (2 Year Old Unblended),Lambic - Traditional,Brouwerij Girardin,,5.0,0,10,5.0,,
1676,Jonge Lambiek,Brouwerij Girardin Jonge Lambiek,Lambic - Traditional,Brouwerij Girardin,,5.0,0,10,3.9,,
1677,Oude Lambik,Brouwerij Lindemans Lindemans Oude Lambik,Lambic - Traditional,Brouwerij Lindemans,Only available straight from cask at the brewery or in a very few traditional pubs in the direct neighborhood of Vlezenbeek.,5.0,0,10,4.0,,
1678,De Troch Jonge Lambik,Brouwerij De Troch De Troch Jonge Lambik,Lambic - Traditional,Brouwerij De Troch,,5.0,0,10,4.5,,
1679,Lambik (3 Year Old Unblended),Brouwerij Girardin Lambik (3 Year Old Unblended),Lambic - Traditional,Brouwerij Girardin,,5.0,0,10,4.166667,,
1680,Mort Subite Blonde Lambic,Brouwerij Mort Subite Mort Subite Oude Lambik,Lambic - Traditional,Brouwerij Mort Subite,,5.5,0,10,4.0,,
